item_id,title,description,tags,category,location,state,min price (RM),max price (RM),operating hours,operating days,closing days,rating,host_id,host_name,contact,more_info,clean_description,clean_tags,clean_operating_hours,clean_operating_days,clean_closing_days,avg_price_rm,combined_text
EX91,Kek Lapis Dayang Salhah,One of Sarawak's most iconic kek lapis brands offering colorful and flavorful cakes — a must-buy Sarawak souvenir. (dayangsalhahkeklapis.com),"kek lapis, sarawak, dessert, heritage",Food & Culinary,"Kampung Gersik, Kuching",Sarawak,25,150,8:00  AM - 7:00  PM,Daily,Not Mentioned,4.9,HO2,Dayang Salhah Enterprise,082-253 881,https://dayangsalhahkeklapis.com,One of Sarawak's most iconic kek lapis brands offering colorful and flavorful cakes — a must-buy Sarawak souvenir. (dayangsalhahkeklapis.com),"kek lapis, sarawak, dessert, heritage",8.00 a.m. - 7.00 p.m.,Daily,Not Mentioned,87.5,"Kek Lapis Dayang Salhah kek lapis, sarawak, dessert, heritage One of Sarawak's most iconic kek lapis brands offering colorful and flavorful cakes — a must-buy Sarawak souvenir. (dayangsalhahkeklapis.com)"
EX92,Kek Lapis Mama Su (Bangi),West Malaysia-based shop selling Sarawak-style kek lapis with diverse flavors and modern packaging.,"kek lapis, bakery, bangi, dessert",Food & Culinary,Bangi,Selangor,15,35,10.00  AM - 8.00  PM,Daily,Not Mentioned,4.4,HO9,Kek Lapis Mama Su,017-208 7858,https://keklapismamasubangi.orderl AMy/kek-lapis-sarawak,West Malaysia-based shop selling Sarawak-style kek lapis with diverse flavors and modern packaging.,"kek lapis, bakery, bangi, dessert",10.00 a.m. - 8.00 p.m.,Daily,Not Mentioned,25,"Kek Lapis Mama Su (Bangi) kek lapis, bakery, bangi, dessert West Malaysia-based shop selling Sarawak-style kek lapis with diverse flavors and modern packaging."
EX93,Kek Lapis Mua Izzaty,"A local bakery in Kota Tinggi specializing in premium kek lapis and brownies, known for its vibrant layered cakes.","bakery, kek lapis, dessert, johor",Food & Culinary,"No. 3, Jalan Permai, Taman Sedili, 81900 Kota Tinggi, Johor",Johor,15,25,10.00  AM - 7.00  PM,Daily,Wednesday,5,HO187,Izzaty,Not Mentioned,https://www.instagram.com/keklapismuaizzaty/,"A local bakery in Kota Tinggi specializing in premium kek lapis and brownies, known for its vibrant layered cakes.","bakery, kek lapis, dessert, johor",10.00 a.m. - 7.00 p.m.,Daily,Wednesday,20,"Kek Lapis Mua Izzaty bakery, kek lapis, dessert, johor A local bakery in Kota Tinggi specializing in premium kek lapis and brownies, known for its vibrant layered cakes."
EX94,Kek Lapis Warisan Sdn Bhd,Famous Sarawak bakery producing premium handmade layered cakes using traditional recipes and natural ingredients. (keklapiswarisan.com),"kek lapis, sarawak, bakery, traditional dessert",Food & Culinary,Kuching,Sarawak,25,120,8:00  AM - 6:00  PM,Daily,Not Mentioned,4.8,HO226,Kek Lapis Warisan,082-427 277,https://www.keklapiswarisan.com,Famous Sarawak bakery producing premium handmade layered cakes using traditional recipes and natural ingredients. (keklapiswarisan.com),"kek lapis, sarawak, bakery, traditional dessert",8.00 a.m. - 6.00 p.m.,Daily,Not Mentioned,72.5,"Kek Lapis Warisan Sdn Bhd kek lapis, sarawak, bakery, traditional dessert Famous Sarawak bakery producing premium handmade layered cakes using traditional recipes and natural ingredients. (keklapiswarisan.com)"
EX95,Kerepek Ubi Pedas Zaronah / Tugi,Local homemade spicy tapioca chips with crunchy texture and authentic Johor flavor. Available for bulk orders.,"snack, kerepek, local food",Food & Culinary,"83500 Parit Sulong, Johor",Johor,5,70,9.00  AM - 6.00  PM,Daily,Not Mentioned,4.4,HO167,Zaronah/ Tugi,07-418 7086,Not Mentioned,Local homemade spicy tapioca chips with crunchy texture and authentic Johor flavor. Available for bulk orders.,"snack, kerepek, local food",9.00 a.m. - 6.00 p.m.,Daily,Not Mentioned,37.5,"Kerepek Ubi Pedas Zaronah / Tugi snack, kerepek, local food Local homemade spicy tapioca chips with crunchy texture and authentic Johor flavor. Available for bulk orders."
EX96,Keropok Lekor Ori Terengganu No. 1,"Authentic Terengganu fish crackers made fresh daily, maintaining the traditional flavor.","keropok lekor, terengganu, snack, traditional food",Food & Culinary,Petaling Jaya,Selangor,10,20,24 hours,Daily,Not Mentioned,4.9,HO7,Keropok Lekor Ori Terengganu No.1, 011-5915 0515,Not Mentioned,"Authentic Terengganu fish crackers made fresh daily, maintaining the traditional flavor.","keropok lekor, terengganu, snack, traditional food",24 hours,Daily,Not Mentioned,15,"Keropok Lekor Ori Terengganu No. 1 keropok lekor, terengganu, snack, traditional food Authentic Terengganu fish crackers made fresh daily, maintaining the traditional flavor."
EX97,Keropok Lekor Tokku,Local Terengganu stall known for crunchy and flavorful keropok lekor goreng panas.,"keropok lekor, street food, terengganu",Food & Culinary,Kuala Terengganu,Terengganu,4.5,25,8.30  AM - 6.00  PM,Daily,Friday,4.3,HO11,Keropok Lekor Tokku,09-624 3114,https://www.tokku.com.my/,Local Terengganu stall known for crunchy and flavorful keropok lekor goreng panas.,"keropok lekor, street food, terengganu",8.30 a.m. - 6.00 p.m.,Daily,Friday,14.75,"Keropok Lekor Tokku keropok lekor, street food, terengganu Local Terengganu stall known for crunchy and flavorful keropok lekor goreng panas."
EX98,Khairol Fiber Group,"A boat and fiberglass craft manufacturer based in Dungun, Terengganu, producing recreational and commercial vessels. khairolfibergroup.com+1","boatmaking, craftsmanship, marine, terengganu",Arts & Crafts,"Lot 8126, Jalan Kuala Abang, Kg Bukit Pauh, 23000 Dungun",Terengganu,0,0,9:00  AM - 5:30  PM ,Mon-Sat,Sunday,4.9,HO97,Khairol Fiber Group,010-252 6129,https://khairolfibergroup.com khairolfibergroup.com,"A boat and fiberglass craft manufacturer based in Dungun, Terengganu, producing recreational and commercial vessels. khairolfibergroup.com+1","boatmaking, craftsmanship, marine, terengganu",9.00 a.m. - 5.30 p.m.,Monday - Saturday,Sunday,0,"Khairol Fiber Group boatmaking, craftsmanship, marine, terengganu A boat and fiberglass craft manufacturer based in Dungun, Terengganu, producing recreational and commercial vessels. khairolfibergroup.com+1"
EX99,KHN Harum Manis,"Retailer specializing in premium Harumanis mangoes, available for delivery nationwide.","harumanis, perlis, food, fruit",Food & Culinary,Kuala Perlis,Perlis,20,100,8:00  AM - 8:00  PM,Daily,Not Mentioned,4.9,HO52,KHN Harum Manis,017-800 9922,https://www.facebook.com/KHNHarumManis,"Retailer specializing in premium Harumanis mangoes, available for delivery nationwide.","harumanis, perlis, food, fruit",8.00 a.m. - 8.00 p.m.,Daily,Not Mentioned,60,"KHN Harum Manis harumanis, perlis, food, fruit Retailer specializing in premium Harumanis mangoes, available for delivery nationwide."
EX100,Kilang Kerepek Mak Jah,"A local snack factory producing various types of kerepek (chips) made from banana, cassava, and more.","snack, kerepek, local food",Food & Culinary," Tiang Lampu, 89, Parit Lapis Laman, 83500 Parit Sulong, Johor",Johor,10,50,8.00  AM - 6.00  PM,Daily,Not Mentioned,4.3,HO164,Kilang Kerepek Mak Jah,016-949 3202,https://www.facebook.com/MakJahKrepek/,"A local snack factory producing various types of kerepek (chips) made from banana, cassava, and more.","snack, kerepek, local food",8.00 a.m. - 6.00 p.m.,Daily,Not Mentioned,30,"Kilang Kerepek Mak Jah snack, kerepek, local food A local snack factory producing various types of kerepek (chips) made from banana, cassava, and more."
EX101,Kiulu Farmstay,"A peaceful farmstay surrounded by nature, offering local food, farming experiences, and eco-friendly accommodation.",farmstay ecotourism nature,Nature & Eco,Tamparuli,Sabah,160,950,8 AM - 8 PM,Daily,Not Mentioned,4.7,HO222,Kiulu Farmstay,088-438 300,https://www.kiulufarmstay.com/,"A peaceful farmstay surrounded by nature, offering local food, farming experiences, and eco-friendly accommodation.",farmstay ecotourism nature,8.00 a.m. - 8.00 p.m.,Daily,Not Mentioned,555,"Kiulu Farmstay farmstay ecotourism nature A peaceful farmstay surrounded by nature, offering local food, farming experiences, and eco-friendly accommodation."
EX102,Koisaan Cultural Village,"Located in KDCA Penampang, this site offers insight into Sabah's 40+ ethnic groups, showcasing dances, music, and native homes.",ethnicdiversity culturalexperience sabah,Culture & Heritage,Penampang,Sabah,35,65,9 AM - 5 PM,Mon-Sat,Sunday,4.5,HO220,KDCA Sabah,011-2534 3062,https://kcv.kdca.org.my/,"Located in KDCA Penampang, this site offers insight into Sabah's 40+ ethnic groups, showcasing dances, music, and native homes.",ethnicdiversity culturalexperience sabah,9.00 a.m. - 5.00 p.m.,Monday - Saturday,Sunday,50,"Koisaan Cultural Village ethnicdiversity culturalexperience sabah Located in KDCA Penampang, this site offers insight into Sabah's 40+ ethnic groups, showcasing dances, music, and native homes."
EX103,Kraftangan Kuala Kangsar No. C-1,"Handicraft shop featuring Perak's signature pottery, songket, and souvenirs.","craft, perak, souvenir, pottery",Arts & Crafts,Kuala Kangsar,Perak,15,200,9:00  AM - 6:00  PM,Daily,Not Mentioned,4.8,HO41,Kraftangan Kuala Kangsar,013-887 9300,https://www.kraftangan.gov.my,"Handicraft shop featuring Perak's signature pottery, songket, and souvenirs.","craft, perak, souvenir, pottery",9.00 a.m. - 6.00 p.m.,Daily,Not Mentioned,107.5,"Kraftangan Kuala Kangsar No. C-1 craft, perak, souvenir, pottery Handicraft shop featuring Perak's signature pottery, songket, and souvenirs."
EX104,KT Kraf,"Local craft supplier producing custom batik, wood, and woven items.","batik, craft, local, handmade",Arts & Crafts,Ipoh,Perak,10,100,9:00  AM - 5:00  PM,Monday - Saturday,Sunday,4.7,HO42,KT Kraf,016-223 9088,https://www.facebook.com/KTKraf,"Local craft supplier producing custom batik, wood, and woven items.","batik, craft, local, handmade",9.00 a.m. - 5.00 p.m.,Monday - Saturday,Sunday,55,"KT Kraf batik, craft, local, handmade Local craft supplier producing custom batik, wood, and woven items."
EX105,Kuala Sepetang Eco Tourism,"Explore mangrove forests, charcoal kilns, and fishing villages through guided eco tours in Kuala Sepetang.","eco tourism, mangrove, perak, nature",Nature & Eco,Kuala Sepetang,Perak,25,100,8:00  AM - 7:00  PM,Daily,Not Mentioned,4.9,HO43,Kuala Sepetang Eco Team,019-574 7078,https://www.facebook.com/KualaSepetangEcoTourism,"Explore mangrove forests, charcoal kilns, and fishing villages through guided eco tours in Kuala Sepetang.","eco tourism, mangrove, perak, nature",8.00 a.m. - 7.00 p.m.,Daily,Not Mentioned,62.5,"Kuala Sepetang Eco Tourism eco tourism, mangrove, perak, nature Explore mangrove forests, charcoal kilns, and fishing villages through guided eco tours in Kuala Sepetang."
EX106,Kuan Wellness Ecopark,"A wellness-oriented eco-park featuring swiftlet houses, organic farm produce and nature trails in Selangor.","wellness, ecotourism, organic, selangor",Nature & Eco,Selangor,Selangor,50,120,8:00  AM - 6:00  PM,Daily,Not Mentioned,4.4,HO91,Kuan Wellness Ecopark,012-334 5987,Not Mentioned,"A wellness-oriented eco-park featuring swiftlet houses, organic farm produce and nature trails in Selangor.","wellness, ecotourism, organic, selangor",8.00 a.m. - 6.00 p.m.,Daily,Not Mentioned,85,"Kuan Wellness Ecopark wellness, ecotourism, organic, selangor A wellness-oriented eco-park featuring swiftlet houses, organic farm produce and nature trails in Selangor."
EX107,Kuih Bakar Kuala Ina,"Famous for spiced kuih bakar, crispy outside and soft inside, lasting up to a week outside fridge.","kuih bakar, traditional, dessert",Food & Culinary,"AG 4126, Kampung Kuala Ina, 78000 Alor Gajah, Melaka",Melaka,2.2,5,8.00  AM - 7.00  PM,Daily,Not Mentioned,4.6,HO169,Matsura Talip,014-265 2575,https://www.facebook.com/KuihBakarKualaInaMastura/,"Famous for spiced kuih bakar, crispy outside and soft inside, lasting up to a week outside fridge.","kuih bakar, traditional, dessert",8.00 a.m. - 7.00 p.m.,Daily,Not Mentioned,3.6,"Kuih Bakar Kuala Ina kuih bakar, traditional, dessert Famous for spiced kuih bakar, crispy outside and soft inside, lasting up to a week outside fridge."
EX108,Kuih Bakar Tradisional Bandar Melaka,"A traditional bakery known for soft and aromatic kuih bakar, freshly made daily using heritage recipes.","traditional dessert, kuih bakar, bakery",Food & Culinary,"Jln LP 14, Taman Cergas, 75200 Melaka",Melaka,3,6,10.000  AM - 6.00  PM,Daily,Not Mentioned,4,HO168,Kuih Bakar Tradisional Melaka,010-7935499,https://www.facebook.com/kuihbakartradisional.co/,"A traditional bakery known for soft and aromatic kuih bakar, freshly made daily using heritage recipes.","traditional dessert, kuih bakar, bakery",10.000 AM - 6.00 PM,Daily,Not Mentioned,4.5,"Kuih Bakar Tradisional Bandar Melaka traditional dessert, kuih bakar, bakery A traditional bakery known for soft and aromatic kuih bakar, freshly made daily using heritage recipes."
EX109,Kuih Sopang Frozen,"Online shop offering frozen Kuih Sopang, a traditional Negeri Sembilan delicacy.","kuih sopang, frozen food, traditional",Food & Culinary,Negeri Sembilan,Negeri Sembilan,37,119,24 hours,Daily,Not Mentioned,4.8,HO204,Farin Hashim Class,Not Mentioned,https://shopee.com.my/Kuih-So-Punk-(Sopang)-Farin-Hashim-frozen-i.37307467.40502191723,"Online shop offering frozen Kuih Sopang, a traditional Negeri Sembilan delicacy.","kuih sopang, frozen food, traditional",24 hours,Daily,Not Mentioned,78,"Kuih Sopang Frozen kuih sopang, frozen food, traditional Online shop offering frozen Kuih Sopang, a traditional Negeri Sembilan delicacy."
EX110,Labu Sayong BD KRAF,"Specializes in handmade labu sayong, a traditional Perak water pitcher made from clay.","pottery, labu sayong, perak, heritage",Arts & Crafts,Kuala Kangsar,Perak,20,150,9:00  AM - 6:00  PM,Daily,Not Mentioned,4.9,HO40,BD KRAF Enterprise,011-220 1443,https://www.facebook.com/LabuSayongBDKraf,"Specializes in handmade labu sayong, a traditional Perak water pitcher made from clay.","pottery, labu sayong, perak, heritage",9.00 a.m. - 6.00 p.m.,Daily,Not Mentioned,85,"Labu Sayong BD KRAF pottery, labu sayong, perak, heritage Specializes in handmade labu sayong, a traditional Perak water pitcher made from clay."
EX111,Labu Sayong Kraf Hanis,"Kraf Hanis Labu Sayong is a family-owned pottery business in Kuala Kangsar, Perak, specializing in crafting traditional Labu Sayong water pitchers. Combining heritage and creativity, the workshop produces decorative and functional clay items that preserve Perak's rich cultural craftsmanship.","labu sayong, pottery, craft, heritage, handmade, family business, arts, Perak",Arts & Crafts,"No 98, Kampung Sayong Lembah, 33040 Kuala Kangsar",Perak,8,50,10.00 am - 5.30  PM,Daily,Not Mentioned,4.3,HO136,Hanis,017-549 9942,https://www.facebook.com/krafhanislabusayongofficial/?locale=ms_MY,"Kraf Hanis Labu Sayong is a family-owned pottery business in Kuala Kangsar, Perak, specializing in crafting traditional Labu Sayong water pitchers. Combining heritage and creativity, the workshop produces decorative and functional clay items that preserve Perak's rich cultural craftsmanship.","labu sayong, pottery, craft, heritage, handmade, family business, arts, perak",10.00 a.m. - 5.30 p.m.,Daily,Not Mentioned,29,"Labu Sayong Kraf Hanis labu sayong, pottery, craft, heritage, handmade, family business, arts, perak Kraf Hanis Labu Sayong is a family-owned pottery business in Kuala Kangsar, Perak, specializing in crafting traditional Labu Sayong water pitchers. Combining heritage and creativity, the workshop produces decorative and functional clay items that preserve Perak's rich cultural craftsmanship."
